Time,Close
2022-08-08,24301.4
2022-08-15,21515.8
2022-08-22,19557.1
2022-08-29,20001.1
2022-09-05,21829.7
2022-09-12,19413.9
2022-09-19,18809.2
2022-09-26,19055.1
2022-10-03,19441.3
2022-10-10,19263.4
2022-10-17,19570.5
2022-10-24,20626.7
2022-10-31,20908.9
2022-11-07,16336.5
2022-11-14,16282.7
2022-11-21,16427.4
2022-11-28,17109.0
2022-12-05,17082.3
2022-12-12,16738.7
2022-12-19,16837.7
2022-12-26,16615.1
2023-01-02,17129.3
2023-01-09,20874.4
2023-01-16,22708.5
2023-01-23,23740.0
2023-01-30,22933.1
2023-02-06,21784.5
2023-02-13,24276.0
2023-02-20,23557.4
2023-02-27,22427.6
2023-03-06,21995.2
2023-03-13,27966.6
2023-03-20,27969.9
2023-03-27,28168.6
2023-04-03,28318.9
2023-04-10,30308.5
2023-04-17,27588.2
2023-04-24,29239.8
2023-05-01,28425.2
2023-05-08,26915.7
2023-05-15,26745.6
2023-05-22,26874.8
